clause_text,risk
"A PARTY'S TOTAL LIABILITY TO THE OTHER PARTY IN CONNECTION WITH THIS AGREEMENT, FOR ANY AND ALL CAUSES OF ACTIONS AND CLAIMS, INCLUDING, WITHOUT LIMITATION, BREACH OF CONTRACT, BREACH OF WARRANTY, NEGLIGENCE, STRICT LIABILITY, MISREPRESENTATION AND OTHER TORTS, SHALL BE: (a) FOR BODILY INJURY OR DEATH TO ANY PERSON PROXIMATELY CAUSED BY A PARTY'S NEGLIGENCE, THE AMOUNT OF DIRECT DAMAGES PROVEN; (b) FOR LOSS OR DAMAGE TO REAL PROPERTY OR TANGIBLE PERSONAL PROPERTY PROXIMATELY CAUSED BY A PARTY'S NEGLIGENCE, THE AMOUNT OF DIRECT DAMAGES PROVEN; (c) FOR ANY DAMAGES ARISING OUT OF THE WILLFUL OR INTENTIONAL MISCONDUCT OF A PARTY, THE AMOUNT OF DIRECT DAMAGES PROVEN; (d) FOR ALL OTHER DAMAGES OTHER THAN THOSE SET FORTH ABOVE AND NOT EXCLUDED UNDER THIS AGREEMENT, EACH PARTY'S LIABILITY TO THE OTHER PARTY DURING ANY TWELVE (12) MONTH PERIOD SHALL BE LIMITED TO THE LESSOR OF (i) DIRECT DAMAGES PROVEN BY THE PARTY, OR (ii) THE AMOUNT PAID BY THE COMPANY TO THE PROVIDER UNDER THIS AGREEMENT FOR THE TWELVE (12) MONTH PERIOD PRIOR TO THE CLAIM. The foregoing limitations do not apply to the Company's obligation to pay the Service Fees. THE PROVIDER SHALL NOT BE LIABLE FOR ANY INCIDENTAL OR CONSEQUENTIAL DAMAGES, INCLUDING BUT NOT LIMITED TO LOSS OF REVENUES OR LOSS OF PROFIT, ARISING OUT OF THE PROVISION OF THE SERVICES OR REPAIRS, NOTWITHSTANDING ADVANCE NOTICE FROM THE COMPANY THAT THE POSSIBILITY OF SUCH DAMAGE OR LOSS EXISTS.",Low
"NCC's Liability NCC shall not be liable for any loss caused to the Owner or the Licensee either jointly or severally except for loss of or damage to the Material to the extent that such loss or damage is caused by the negligent acts or omissions of NCC, its employees, agents, or sub-contractors and in such event NCC's total liability in respect of all claims arising under or by virtue of this Agreement shall not (except in the case of claims for personal injury or death) exceed the sum of 500,000. NCC shall in no circumstances be liable to the Owner or the Licensee for indirect or consequential loss of any nature whatsoever whether for loss of profit, loss of business or otherwise.",Low
"11 LIMITATION OF LIABILITY 11. 1 TELKOM'S sole and exclusive remedies for any breach of SAP AFRICA'S warranties contained in clause 10 shall, at SAP AFRICA'S option, be either: 11. 1. 1 replacement of the SOFTWARE and/or performance of services in respect thereof; or 11. 1. 2 return or credit of an appropriate portion of any payment made, or to be made, by TELKOM with respect to the defective portion, or the whole of the SOFTWARE or Maintenance Services, but excluding the License Fee or any portion thereof. SAP AFRICA must exercise its option within 20 days of first becoming aware of the defect. 11. 2 TELKOM'S remedies for other loss or damages shall be as set out in clauses 11. 34 and 11. 5 below. 11. 3 For the avoidance of doubt, it is recorded that SAP AFRICA will not be liable under this AGREEMENT for: 11. 3. 1 the MODIFICATION or improvement of the SOFTWARE by TELKOM to fit the particular requirements of TELKOM; or 11. 3. 2 the correction of any data errors resulting from MODIFICATIONS or EXTENSIONS by TELKOM or its agents; or 11. 3. 3 the correction of any data errors as a result of misuse of the SOFTWARE by TELKOM or its agents; or 11. 3. 4 preparation or conversion of data by TELKOM into the form required for use with the SOFTWARE. 11. 4 Subject to, and without prejudice to the provisions of this clause 11.1 and clause 10, SAP AFRICA'S liability for any loss or damages of whatever nature or however arising, that may be suffered by TELKOM or AFFILIATE from USE or license of the SOFTWARE and irrespective of the number of occurrences giving rise to such liability, shall be limited to the aggregate of all License Fees paid by TELKOM to SAP AFRICA in terms of this AGREEMENT, up until the date when such damages are determined or agreed. 11. 5 Notwithstanding anything to the contrary contained in this AGREEMENT, a party hereto (the defaulting party) shall not be liable for any consequential damage or loss of whatever nature and/or however caused, that may be suffered by the other party (the innocent party) other than for consequential loss or damages suffered by the innocent party caused by the wilful or intentional acts or omissions of the defaulting party or any person or entity in respect of whom the defaulting party may be vicariously liable. However, it is recorded for the avoidance of doubt that if TELKOM should suffer a loss of revenue as a consequence of the SOFTWARE failing to conform or perform to its functional specifications, then SAP AFRICA's revenue share fee shall be decreased accordingly. 11. 6 It is agreed that each provision of this AGREEMENT that provides for a limitation of liability, or warranties or exclusion of damages, is intended by the parties to be severable and independent of any other provision and to be enforced as such. 11. 7 FAILURE OF MARKETPLACE 11. 7. 1 Notwithstanding anything to the contrary contained in this AGREEMENT and in particular, clause 11.1, in instances where the module of the SOFTWARE constituting a portion of the Marketplace known as MarketSet 2. 0 Platform, fails and cannot be accessed or USED by TELKOM and BUSINESS THIRD PARTIES on the DESIGNATED UNIT and/or such other DESIGNATED UNIT where the SOFTWARE is installed for disaster recovery or back-up USE, and such failure is caused solely by a failure in the SOFTWARE to perform in accordance with the specifications set out in the DOCUMENTATION and should the Marketplace remain unable to be accessed or USED by TELKOM and/or BUSINESS THIRD PARTIES for a continuous period of 72 hours, commencing from the time when such failure is logged as a Priority 1 error (as defined in annexure 2) with SAP AFRICA as a SOFTWARE problem and SAP AFRICA is unable to provide a solution or resolution within the said 72 hours, then TELKOM shall be entitled to terminate this AGREEMENT and claim damages limited as provided for in clause 11. 4. 11. 7. 2 The remedy granted to TELKOM in terms of clause 11.7.1 shall only be available until statistics with regard to the stability of the Marketset 2. 0 Platform has reached a level that is acceptable to Telkom. Such acceptance shall be based on market norms for the availability levels of Marketset software similar to or the same as Marketset considered to be mission critical, which can be established via independent market research, which shall be the responsibility and for the account of SAP. In the event of a dispute between the parties then clause 22 shall apply.",Low
"3.d) In no event shall Kallo be liable for indirect, consequential, or incidental damages (including damages for loss of business profits, business interruption, loss of business information, and the like) arising out of the relationship between Kallo and Agent even if it has been advised of the possibility of such damages. 3.e) Kallo's cumulative liability under this agreement, including any cause of action in contract, tort, or strict liability, shall be limited to the license fees paid by agent during the 12 months prior to such event. Kallo's limitation of liability is cumulative with all Kallo's expenditures to address liability being aggregated to determine satisfaction of the limit. Agent releases Kallo from all obligations, liabilities, claims or demands in excess of the limitation. The parties acknowledge that other parts of this agreement rely upon the inclusion of this section and the resulting allocation of risks.",Low
"11. LIMITATION OF LIABILITY. IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR ANY INDIRECT, INCIDENTAL, SPECIAL OR CONSEQUENTIAL DAMAGES, OR DAMAGES FOR LOSS OF PROFITS, REVENUE, DATA OR USE, INCURRED BY THE OTHER PARTY OR ANY THIRD PARTY, WHETHER IN AN ACTION IN CONTRACT OR TORT, EVEN IF SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES. IN NO EVENT SHALL E.PIPHANY'S LIABILITY HEREUNDER EXCEED THE SUM TOTAL OF PAYMENTS MADE BY HSNS UNDER THE INITIAL TERM OF THIS AGREEMENT. THE PROVISIONS OF THIS AGREEMENT ALLOCATE THE RISKS BETWEEN E.PIPHANY AND HSNS AND E.PIPHANY'S PRICING REFLECTS THIS ALLOCATION TO WHICH THE PARTIES HAVE AGREED. THIS LIMITATION OF LIABILITY APPLIES NOTWITHSTANDING ANY FAILURE OF THE ESSENTIAL PURPOSE OF THE EXCLUSIVE REMEDIES.",Low
"10.2 IN NO EVENT WILL EITHER PARTY BE LIABLE FOR ANY CONSEQUENTIAL, INDIRECT, EXEMPLARY, SPECIAL, OR INCIDENTAL DAMAGES ARISING FROM OR RELATING TO THIS AGREEMENT. NEITHER PARTIES' TOTAL CUMULATIVE LIABILITY IN CONNECTION WITH THIS AGREEMENT, WHETHER IN AGREEMENT OR TORT OR OTHERWISE, WILL NOT EXCEED THE AGGREGATE AMOUNT OF FEES AND EXPENSES OWED BY PC FINANCIAL TO MOBIMAGIC FOR SERVICES PERFORMED UNDER THIS AGREEMENT.",Low
"G. LIMITATION OF LIABILITY. TO THE MAXIMUM EXTENT PERMISSIBLE UNDER APPLICABLE LAW, NEITHER ABG NOR AUTHENTIC BRANDS GROUP LLC NOR CELEBRITY SHALL BE LIABLE TO PAPA JOHN'S FOR ANY CONSEQUENTIAL, INCIDENTAL, PUNITIVE, EXEMPLARY, OR SPECIAL DAMAGES, REGARDLESS OF THE FORM OR ACTION, WHETHER IN CONTRACT OR IN TORT, EVEN IF ABG OR AUTHENTIC BRANDS GROUP LLC HAS BEEN ADVISED OF THE POSSIBLITY OF SUCH DAMAGES OR LOSSES. IN NO EVENT SHALL ABG'S, AUTHENTIC BRANDS GROUP LLC'S, AND CELEBRITY'S TOTAL LIABILITY UNDER THIS AGREEMENT EXCEED THE AMOUNTS ACTUALLY RECEIVED BY ABG (EXCLUSIVE OF REIUMBURSEMENT OF EXPENSES) HEREUNDER, REGARDLESS OF THE NUMBER OR TYPE OF CLAIMS.",Low
"13.2 No Consequential Damages. Neither Customer nor MI shall be liable for, nor will the measure of any damages in any event include, any indirect, incidental, punitive, special or consequential damages or amounts for loss of income, profits or savings arising out of or relating to performance or non-performance under this Agreement. 13.3 Equitable Relief. Either party may seek equitable remedies, including specific performance and injunctive relief, for a breach of the other party's obligations under this Agreement. 13.4 Limitation of Liability. Notwithstanding any provision in this Agreement, MI's total liability under this Agreement shall not exceed payments made to MI by Customer under this Agreement during the three (3) months prior to the event. No lawsuit or other action may be brought by either party hereto, or on any claim or controversy based upon or arising in any way out of this Agreement be brought, after one (1) year from the date on which the cause of action arose; provided, however, the foregoing limitation shall not apply to the collection of any amounts due under this Agreement. 13.5 Liquidated Damages. Customer acknowledges that MI shall suffer a material adverse impact on its business if this Agreement is terminated pursuant to Sections 11.1 or 11.2(A) and that the resulting damages may not be susceptible of precise determination. Customer acknowledges that the Termination for Convenience Fee and the Termination for Cause Fee are each a reasonable approximation of such damages and shall be deemed to be liquidated damages and not a penalty.",Low
"Section 11.2: The liability of WLI to Power2Ship for any claim whatsoever related to the Products or the Licensed Programs or this Agreement, including any cause of action in contract, tort, or strict liability, shall not exceed the total amount payable under this Agreement by Power2Ship to WLI within the most recent six-month period for the Licensed Programs (if such claim relates to the Licensed Programs), or for the WLI Products (if such claim relates to the WLI Products). Under no circumstances shall WLI be liable to Power2Ship or to any other person or entity for any incidental, special or consequential damages whether arising out of breach of warranty, breach of contract or otherwise even if WLI has been advised of the possibility of such claims or demands.",Low
"LIMITATION OF LIABILITY EXCEPT UNDER SECTIONS 13(a) AND 13(b), IN NO EVENT WILL EITHER PARTY BE LIABLE TO THE OTHER FOR ANY SPECIAL, INCIDENTAL OR CONSEQUENTIAL DAMAGES, WHETHER BASED ON BREACH OF CONTRACT, TORT (INCLUDING NEGLIGENCE) OR OTHERWISE, WHETHER OR NOT THAT PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE. EXCEPT UNDER SECTIONS 13(a) AND 13(b), THE LIABILITY OF EITHER PARTY FOR DAMAGES OR ALLEGED DAMAGES HEREUNDER, WHETHER IN CONTRACT, TORT OR ANY OTHER LEGAL THEORY, IS LIMITED TO, AND WILL NOT EXCEED, THE AMOUNTS TO BE PAID BY CLIENT TO EXCITE HEREUNDER.",Low
"9. LIMITATION OF LIABILITY 9.1 Nothing in this Agreement shall exclude or limit either party's liability for: (a) death or personal injury resulting from the negligence of either party or their servants, agents or employees; (b) fraud or fraudulent misrepresentation; (c) breach of any implied condition as to title or quiet enjoyment; and (d) misuse of confidential information. 9.2 Nothing in this Agreement shall exclude or limit either party's liability under Clause 10 (Indemnities), or Distributor's liability under Clause 2 (License Grants and Restrictions), Clause 3.5 (Exclusivity), Clause 3.6 (End User License Agreement) and Clause 3.7 (Accurate Reproduction) or Clause   . 9.3 Subject to Clauses 9.1 and 9.2, neither party shall be liable under this Agreement (whether in contract, tort or otherwise) for any: (a) loss of anticipated savings; (b) loss of business opportunity (which for the avoidance of doubt shall not include loss of advertising revenue); (c) loss of or corruption of data; (d) loss or damage resulting from third party claims; or (e) indirect or consequential losses; suffered or incurred by the other party (whether or not such losses were within the contemplation of the parties at the date of this Agreement). 9.4 Subject to Clauses 9.1 and 9.2, each party's total liability under or in connection with this Agreement (whether in contract, tort or otherwise) arising in any Contract Year is limited to the greater of: (a)    Euros (   Euros); and (b)   % of the total payment due to the Distributor in the relevant Contract Year pursuant to Clause 4 (Payment Terms).",Low
"4.2 PRODUCT INDEMNITY. PivX will indemnify, defend and hold Detto and its subsidiaries (each, an Indemnified Party), harmless from and against any and all claims, losses, costs, liabilities and expenses (including reasonable attorneys' fees), arising as a result of or in connection with any claim that Qwik-Fix Pro or Documentation infringes any intellectual property right of a third party provided: (i) the Indemnified Party promptly gives written notice of any claim to PivX; (ii) the Indemnified Party provides any assistance which PivX may reasonably request for the defense of the claim (with reasonable out of pocket expenses paid by PivX); and (iii) PivX has the right to control of the defense or settlement of the claim, provided, however, that the Indemnified Party shall have the right to participate in, but not control, any litigation for which indemnification is sought with counsel of its own choosing, at its own expense. Additionally, if an injunction or order issues restricting the use or distribution of any of Qwik-Fix Pro or Documentation, or if PivX determines that Qwik-Fix Pro or Documentation are likely to become the subject of a claim of infringement or violation of any proprietary right of any third party, PivX shall in its discretion and, at its option (a) procure the right to continue using, reproducing, and distributing Qwik-Fix Pro and Documentation; (b) replace or modify Qwik-Fix Pro and Documentation so that they become noninfringing, provided such modification or replacement does not materially alter or affect the specifications for or the use or operation of Qwik-Fix Pro; require return of Qwik-Fix Pro to PivX and refund any licensing fees relating to the future use of Qwik-Fix Pro. omitted 4.4 INDEMNIFICATION. Detto shall indemnify and hold PivX harmless from and against any and all damages, liabilities, costs and expenses (including reasonable attorney's fees) which PivX incurs as a result of any claim based on any breach of any representation or warranty, covenant or agreement by Detto under this Agreement or any breach of this Agreement by Detto; provided: (i) that PivX promptly gives written notice of any claim to Detto; (ii) at Detto's expense, PivX provides reasonable assistance which Detto may reasonably request for the defense of the claim; and (iii) Detto has the right to control the defense or settlement of the claim, provided, however, that PivX shall have the right to participate in, but not control, any litigation for which indemnification is sought with counsel of its own choosing, at its own expense. 4.3 LIMITATION OF LIABILITY. EXCEPT FOR PIVX'S OBLIGATIONS UNDER SECTION 4.2, IN NO EVENT SHALL PIVX'S OR ITS LICENSORS' LIABILITY TO DETTO OR ANY THIRD PARTY ARISING OUT OF THIS AGREEMENT EXCEED THE TOTAL AMOUNT ACTUALLY RECEIVED BY PIVX HEREUNDER DURING THE PREVIOUS SIX (6) MONTHS. IN NO EVENT SHALL ANY PARTY OR PIVX'S LICENSORS BE LIABLE TO ANOTHER PARTY OR ANY THIRD PARTY FOR LOSS OF DATA, COSTS OF PROCUREMENTS OF SUBSTITUTE GOODS OR SERVICES OR ANY INDIRECT, INCIDENTAL, SPECIAL, OR CONSEQUENTIAL DAMAGES UNDER ANY CAUSE OF ACTION, EVEN IF SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES. THIS LIMITATION SHALL APPLY NOTWITHSTANDING ANY FAILURE OF AN ESSENTIAL PURPOSE OF ANY LIMITED REMEDY PROVIDED HEREIN.",High
