clause_text,clause_type,risk
2/26/99,Agreement Date,Low
2/26/99,Effective Date,Low
2/26/00,Expiration Date,Low
successive 1 year,Renewal Term,Low
California,Governing Law,Low
Yes,Anti-Assignment,High
Yes,Minimum Commitment,Low
Yes,License Grant,Low
Yes,Cap On Liability,High
VISP WEB SITE BUILDING AND HOSTING AGREEMENT,Document Name,Low
"YourNetPlus.com, Inc. (""Provider""); Kingdom Connect, Inc. (""KCI"")",Parties,Low
5/12/03,Agreement Date,Low
5/12/08,Expiration Date,Low
successive 1 year,Renewal Term,Low
New York,Governing Law,Low
Yes,No-Solicit Of Customers,Medium
Yes,Anti-Assignment,High
Yes,Revenue/Profit Sharing,Low
Yes,Liquidated Damages,High
License and Hosting Agreement,Document Name,Low
"Corio Inc. (""CORIO""); Commerce One, Inc. (""COMMERCE ONE"")",Parties,Low
10/29/99,Agreement Date,Low
10/29/99,Effective Date,Low
10/29/04,Expiration Date,Low
successive 1 year,Renewal Term,Low
California,Governing Law,Low
Yes,Change Of Control,High
Yes,Anti-Assignment,High
Yes,Revenue/Profit Sharing,Low
Yes,Ip Ownership Assignment,Low
Yes,Joint Ip Ownership,Low
Yes,License Grant,Low
Yes,Non-Transferable License,Low
Yes,Unlimited/All-You-Can-Eat-License,Low
Yes,Irrevocable Or Perpetual License,Low
Yes,Source Code Escrow,Medium
Yes,Post-Termination Services,Medium
Yes,Audit Rights,Medium
Yes,Uncapped Liability,High
Yes,Cap On Liability,High
Yes,Warranty Duration,Low
Yes,Covenant Not To Sue,Low
License and Hosting Agreement,Document Name,Low
"Corio Inc. (""CORIO""); Changepoint, Inc. (""CHANGEPOINT"")",Parties,Low
12/13/99,Agreement Date,Low
12/13/99,Effective Date,Low
12/13/04,Expiration Date,Low
successive 1 year,Renewal Term,Low
California,Governing Law,Low
Yes,Non-Compete,Medium
Yes,Anti-Assignment,High
Yes,Revenue/Profit Sharing,Low
Yes,Volume Restriction,Low
Yes,Ip Ownership Assignment,Low
Yes,Joint Ip Ownership,Low
Yes,License Grant,Low
Yes,Non-Transferable License,Low
Yes,Unlimited/All-You-Can-Eat-License,Low
Yes,Irrevocable Or Perpetual License,Low
Yes,Source Code Escrow,Medium
Yes,Post-Termination Services,Medium
Yes,Audit Rights,Medium
Yes,Uncapped Liability,High
Yes,Cap On Liability,High
Yes,Warranty Duration,Low
Yes,Third Party Beneficiary,Low
WEB HOSTING AGREEMENT,Document Name,Low
Galacticomm; Horst Entertainment Inc,Parties,Low
9/9/97,Agreement Date,Low
Yes,License Grant,Low
Software Hosting Agreement,Document Name,Low
"INKTOMI CORPORATION (""Inktomi""); MICROSOFT CORPORATION (""Microsoft"")",Parties,Low
7/27/97,Effective Date,Low
perpetual,Expiration Date,Low
Washington,Governing Law,Low
Yes,Termination For Convenience,High
Yes,Change Of Control,High
Yes,Anti-Assignment,High
Yes,Ip Ownership Assignment,Low
Yes,Joint Ip Ownership,Low
Yes,License Grant,Low
Yes,Non-Transferable License,Low
Yes,Source Code Escrow,Medium
Yes,Post-Termination Services,Medium
Yes,Audit Rights,Medium
Yes,Uncapped Liability,High
Yes,Cap On Liability,High
Yes,Liquidated Damages,High
Yes,Insurance,High
Amendment #3 to the Manufacturing Agreemen,Document Name,Low
"ADMA BioManuFacturing, LLC (""ADMA""); Sanofi Pasteur S.A (""Sanofi Pasteur"")",Parties,Low
12/22/17,Agreement Date,Low
12/21/17,Effective Date,Low
Yes,Minimum Commitment,Low
Yes,Post-Termination Services,Medium
Yes,Uncapped Liability,High
Yes,Cap On Liability,High
Yes,Liquidated Damages,High
Manufacturing Agreement,Document Name,Low
"Antares Pharma, Inc. (""Antares""); AMAG Pharmaceuticals, Inc. (""AMAG""); individually as ""Party"" and collectively as the ""Parties""",Parties,Low
3/20/18,Agreement Date,Low
3/20/18,Effective Date,Low
Perpetual,Expiration Date,Low
New York,Governing Law,Low
Yes,Competitive Restriction Exception,Low
Yes,Exclusivity,Medium
Yes,Anti-Assignment,High
Yes,Minimum Commitment,Low
Yes,Audit Rights,Medium
Yes,Cap On Liability,High
Yes,Insurance,High
Manufacturing and Supply Agreement,Document Name,Low
"Apollo Endosurgery (""APOLLO""); Establishment Labs, S.A (""ESTABLISHMENT""); Apollo and Establishment shall hereinafter be individually referred to as a ""Party"" and collectively as the ""Parties""",Parties,Low
12/5/14,Agreement Date,Low
12/5/14,Effective Date,Low
12/5/19,Expiration Date,Low
successive 1 year,Renewal Term,Low
Texas,Governing Law,Low
Yes,Anti-Assignment,High
Yes,Minimum Commitment,Low
Yes,Audit Rights,Medium
Yes,Uncapped Liability,High
Yes,Cap On Liability,High
Yes,Warranty Duration,Low
Yes,Insurance,High
FIRST AMENDMENT TO SUPPLY AND MANUFACTURING AGREEMENT,Document Name,Low
"Cerus Corporation (""Cerus""); Porex Corporation (""Porex"")",Parties,Low
6/22/18,Agreement Date,Low
4/1/18,Effective Date,Low
AMENDMENT NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT,Document Name,Low
"Columbia Laboratories, (Bermuda) Ltd. (""Columbia""); Fleet Laboratories Limited (""Fleet"")",Parties,Low
[]/[]/2018,Agreement Date,Low
[]/[]/2018,Effective Date,Low
12/31/24,Expiration Date,Low
England,Governing Law,Low
Yes,Change Of Control,High
Yes,Anti-Assignment,High
Yes,Minimum Commitment,Low
Yes,Post-Termination Services,Medium
Yes,Audit Rights,Medium
Yes,Insurance,High
Manufacturing Agreement,Document Name,Low
"Electrameccanica Vehicles Corp (""EMV""); Chongqing Zongshen Automobile Industry Co., LTD. (""Manufacturer""); ELECTRAMECCANICA VEHICLES CORP (""EMV"")",Parties,Low
02/[]/2017,Agreement Date,Low
02/[]/2017,Effective Date,Low
02/[]/2021,Expiration Date,Low
successive 1 year,Renewal Term,Low
Hong Kong,Governing Law,Low
Yes,Exclusivity,Medium
Yes,Anti-Assignment,High
Yes,Minimum Commitment,Low
Yes,License Grant,Low
Yes,Non-Transferable License,Low
Yes,Irrevocable Or Perpetual License,Low
Yes,Post-Termination Services,Medium
Yes,Audit Rights,Medium
Master Development and Manufacturing Agreement,Document Name,Low
"Magenta Therapeutics, Inc. (""Magenta""); Bachem Americas, Inc. (""Bachem"") (individually as a “Party” or collectively as the “Parties”)",Parties,Low
2/13/18,Agreement Date,Low
2/13/18,Effective Date,Low
2/13/23,Expiration Date,Low
successive 1 year,Renewal Term,Low
New York,Governing Law,Low
Yes,Termination For Convenience,High
Yes,Anti-Assignment,High
Yes,Ip Ownership Assignment,Low
Yes,License Grant,Low
Yes,Irrevocable Or Perpetual License,Low
Yes,Audit Rights,Medium
Yes,Uncapped Liability,High
Yes,Cap On Liability,High
Yes,Warranty Duration,Low
Yes,Insurance,High
Manufacturing Agreement,Document Name,Low
"Sonos, Inc. (""Sonos""); Inventec Appliances Corporation (""IAC"")",Parties,Low
9/4/14,Agreement Date,Low
9/4/14,Effective Date,Low
9/4/17,Expiration Date,Low
successive 1 year,Renewal Term,Low
California,Governing Law,Low
Yes,No-Solicit Of Customers,Medium
Yes,Termination For Convenience,High
Yes,Anti-Assignment,High
Yes,Ip Ownership Assignment,Low
Yes,License Grant,Low
Yes,Non-Transferable License,Low
Yes,Affiliate License-Licensee,Low
Yes,Post-Termination Services,Medium
Yes,Audit Rights,Medium
Yes,Uncapped Liability,High
Yes,Cap On Liability,High
Yes,Warranty Duration,Low
Yes,Insurance,High
Yes,Covenant Not To Sue,Low
Manufacturing and Supply Agreement,Document Name,Low
"VAPOTHERM, INC (""Vapotherm""); MEDICA S.p.A. (""Medica"")",Parties,Low
1/1/13,Agreement Date,Low
1/1/16,Expiration Date,Low
successive 1 year,Renewal Term,Low
New York,Governing Law,Low
Yes,Rofr/Rofo/Rofn,Medium
Yes,Change Of Control,High
Yes,Anti-Assignment,High
Yes,Minimum Commitment,Low
Yes,Audit Rights,Medium
Yes,Uncapped Liability,High
Yes,Cap On Liability,High
Yes,Insurance,High
SUPPORT AND MAINTENANCE AGREEMENT,Document Name,Low
"On2 Technologies, Inc. (""On2""); Wildform, Inc. (""Wildform"")",Parties,Low
04/[]/2005,Agreement Date,Low
04/[]/2005,Effective Date,Low
10/[]/2006,Expiration Date,Low
New York,Governing Law,Low
Yes,Anti-Assignment,High
Yes,Volume Restriction,Low
Yes,Ip Ownership Assignment,Low
COMPLEHON AGREEMENT AND UQITDITV MAINTENANCE AGREEMENT,Document Name,Low
"PRIMEEVERGY CORPORATION (""Prime); GUARANTY BANK (""Guaranty""); PRIME OFFSHORE L.L.C. (""Offshore"")",Parties,Low
6/29/06,Agreement Date,Low
6/29/06,Effective Date,Low
Texas,Governing Law,Low
"RESTATED NET INVESTMENT INCOME MAINTENANCE AGREEMENT,",Document Name,Low
"Advantus Capital  Management, Inc. (""Investment Adviser”); Securian Financial Services, Inc. (“Underwriter”); Securian Funds Trust (“Trust”); 
Trust’s Advantus Money Market Fund (“Fund”)",Parties,Low
5/1/12,Agreement Date,Low
5/1/12,Effective Date,Low
5/1/13,Expiration Date,Low
sucessive 1 year,Renewal Term,Low
OPERATIONS AND MAINTENANCE AGREEMENT,Document Name,Low
"Piñon Gathering Company, LLC (""Owner""); SandRidge Midstream, Inc. (""Operator"")",Parties,Low
6/30/09,Agreement Date,Low
6/30/09,Effective Date,Low
6/30/29,Expiration Date,Low
Texas,Governing Law,Low
Yes,Termination For Convenience,High
Yes,Change Of Control,High
Yes,Anti-Assignment,High
Yes,Post-Termination Services,Medium
Yes,Audit Rights,Medium
Yes,Cap On Liability,High
Yes,Insurance,High
Unconditional Capital Maintenance Agreement,Document Name,Low
"American International Group, Inc. (""AIG""); American General Life Insurance Company (""Company"")",Parties,Low
3/30/11,Agreement Date,Low
3/30/11,Effective Date,Low
perpetual,Expiration Date,Low
New York,Governing Law,Low
Yes,Termination For Convenience,High
Yes,Cap On Liability,High
Maintenance and support contract,Document Name,Low
EuroTel; Sicap Ltd,Parties,Low
10/6/00,Effective Date,Low
10/6/02,Expiration Date,Low
successive 1 year,Renewal Term,Low
Yes,Anti-Assignment,High
Yes,Cap On Liability,High
SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Document Name,Low
"SFG Financial Corp (""E-Path FX"", ""Licensor""); 551 FX IB Associates, LLC (""Licensee"")",Parties,Low
4/27/09,Agreement Date,Low
7 years,Renewal Term,Low
New York,Governing Law,Low
Yes,No-Solicit Of Employees,Medium
Yes,Rofr/Rofo/Rofn,Medium
Yes,Change Of Control,High
Yes,Anti-Assignment,High
Yes,Revenue/Profit Sharing,Low
Yes,License Grant,Low
Yes,Audit Rights,Medium
Yes,Cap On Liability,High
SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Document Name,Low
"GARMAN ROUTING SYSTEMS, INC. (""GARMAN""); SPARKLING SPRING WATER GROUP LIMITED (""SPARKLING"")",Parties,Low
05/[]/2000,Agreement Date,Low
perpetual,Expiration Date,Low
successive 1 year,Renewal Term,Low
"Nova Scotia, Canada",Governing Law,Low
Yes,No-Solicit Of Employees,Medium
Yes,Termination For Convenience,High
Yes,Anti-Assignment,High
Yes,License Grant,Low
Yes,Non-Transferable License,Low
Yes,Irrevocable Or Perpetual License,Low
Yes,Source Code Escrow,Medium
Yes,Post-Termination Services,Medium
Yes,Cap On Liability,High
Yes,Warranty Duration,Low
FLEET MAINTENANCE AGREEMENT,Document Name,Low
"DAIRY CREST LIMITED (""DCL""); SEV GROUP LIMITED (""SEV"")",Parties,Low
10/13/05,Agreement Date,Low
10/16/05,Effective Date,Low
10/16/10,Expiration Date,Low
England; Wales,Governing Law,Low
Yes,Termination For Convenience,High
Yes,Rofr/Rofo/Rofn,Medium
Yes,Anti-Assignment,High
Yes,Minimum Commitment,Low
Yes,Volume Restriction,Low
Yes,Post-Termination Services,Medium
Yes,Cap On Liability,High
Yes,Insurance,High
OPERATIONS AND MAINTENANCE AGREEMENT,Document Name,Low
"Solar Tax Partners 1, LLC (""Owner""); Solar Power, Inc. (""Service Provider""); (Owner and Service Provider are sometimes hereinafter referred to individually as a “Party” and collectively as  the “Parties"")",Parties,Low
12/11/09,Agreement Date,Low
12/11/09,Effective Date,Low
12/11/19,Expiration Date,Low
successive 1 year,Renewal Term,Low
California,Governing Law,Low
Yes,Anti-Assignment,High
Yes,Insurance,High
CONSTRUCTION AND MAINTENANCE AGREEMENT,Document Name,Low
"ABS Telecom plc; AT&T Corp.; BARAK I.T.C; BC TEL; Belgacom S.A.; BellSouth International, Inc.; British Telecommunications pIc; Cable & Wireless Global Network Organisation Limited; Cable & Wireless, Inc.; Carrier 1 AG; COMPANHIA PORTUGUESA RADIO MARCONI, SA.; Com Tech International Corporation; CYPRUS TELECOMMUNICATIONS AUTHORITY; Deutsche Telekom AG; Energis Communications Limited; Emirates Telecommunications Corporation - ETISALAT; France Telecom; GTE Intelligent Network Services Incorporated; Hellenic Telecommunications Organisation S.A.; IXC Communications, Inc.; IXNET Limited; Japan Telecom Co., Ltd.; Kokusai Denshin Denwa Americas Inc.; KPN Telecom B.V; MCI International Inc.; NTT Worldwide Network Corporation; OY FINNET International AB; Pacific Gateway Exchange; Pacific Gateway Exchange Inc.; Rostelecom; RSL Communications Limited; Singapore Telecommunications Limited; Slovenske Telecomunicatie s.e.; Sonera Ltd.; Sprint Communications Company L.P. ; STAR Telecommunications Inc.; StarHub; STARTEC GLOBAL COMMUNICATIONS CORPORATION; Swisscom Ltd; Swisscom North America Inc.; Tele 2 AB; TeleBermuda International Limited; Tele Danmark A/S; Telef6nica de Espana, S.A.; Teleglobe USA; Telenor Global Services AS; Telesur; TELIA AB (publ); Telia North America Inc.; Transoceanic Communications Incorporated; Turk Telekomunikasyon A.S.; Ultrallne (Bermuda) Limited; VIATEL; Videsh Sanchar Nigam Limited 
(hereinafter  collectively  called  ""Parties""  and  individually  called ""Party"")",Parties,Low
9/2/98,Agreement Date,Low
9/2/98,Effective Date,Low
9/2/23,Expiration Date,Low
Switzerland,Governing Law,Low
Yes,Termination For Convenience,High
Yes,Change Of Control,High
Yes,Anti-Assignment,High
Yes,Revenue/Profit Sharing,Low
Yes,Audit Rights,Medium
Yes,Cap On Liability,High
Yes,Insurance,High
MAINTENANCE AGREEMENT,Document Name,Low
"THAYER EQUITY INVESTORS IV, L.P. (""Investor""); U.S. Bank National ASSOCIATION (together with its successors and assigns in such capacity, the ""Agent""); (Investor and Agent collectively and together with their respective successors and assigns, the ""Lenders""); SUNTRON CORPORATION; K*TEC OPERATING CORP., SUNCTRON GCO L.P.; EFTC OPERATING CORP.; SUNTRON-IOWA, INC.; CURRENT ELECTRONICS, INC.; RM ELECTRONICS, INC.; SUNTRON-KANSAS, INC. (collectively, the ""Borrowers"")",Parties,Low
3/28/06,Agreement Date,Low
Minnesota,Governing Law,Low
Yes,Minimum Commitment,Low
Yes,Cap On Liability,High
Yes,Liquidated Damages,High
Yes,Covenant Not To Sue,Low
Software license and maintenance agreement,Document Name,Low
"D2 Technologies, Inc. (""D2""); Summa Four Inc. (""LICENSEE"")",Parties,Low
8/4/97,Agreement Date,Low
8/4/97,Effective Date,Low
perpetual,Expiration Date,Low
New York,Governing Law,Low
Yes,Termination For Convenience,High
Yes,Anti-Assignment,High
Yes,Minimum Commitment,Low
Yes,Volume Restriction,Low
Yes,License Grant,Low
Yes,Non-Transferable License,Low
Yes,Irrevocable Or Perpetual License,Low
Yes,Source Code Escrow,Medium
Yes,Audit Rights,Medium
Yes,Cap On Liability,High
Yes,Liquidated Damages,High
Yes,Warranty Duration,Low
ASIA PACIFIC CABLE NETWORK 2 CONSTRUCTION & MAINTENANCE AGREEMENT,Document Name,Low
"Advantage Telecommunications Ltd.; Cable & Wireless Global Network Limited; Cable & Wireless HKT international Limited; China Telecom; China United Telecommunications Corporation; Chunghwa Telecom Co., Ltd.,; Concert Global Network Services, Ltd.; Global One Communications Network, Inc.; Japan Telecom Co., Ltd.; KDD Corporation; Korea Telecom; KPN Telecom B.V.; Layer 2 Communications Group Ltd.; MCI International Telecommunications. Inc.; Metromedia Fiber Network Services, Inc.; New Century InfoComm Ltd., Preparatory Office; NTT Communications Corporation; Onelink Cable Network Limited; Philippine Long Distance Telephone Company; Singapore Telecommunications Limited; StarHub Pte Ltd; Taiwan Fixed Network Co., Ltd. Preparatory Office; Teleglobe USA Inc.; Telekom Malaysia Berhad (128740-P); Telstra Global Networks Limited; Williams Communications, Inc.,; APT Satellite Telecommunications Limited; Bayan Telecommunications, Inc.; China Netcom Corporation Ltd.; The Communications Authority of Thailand; CTI International Limited; Dacom Corporation; edge2net Inc.; Eastern Telecommunications Philippines, Incorporated; Global Access Ltd.; Globe Telecom, Inc.; GNG Networks. Inc.; GTE Intelligent Network Service Incorporated; PT Indosat (Persero) Tbk; Maxis International Sdn. Bhd; New World Telephone Limited; NTT Com Asia Ltd.;Onse Telecom Corporation; Telia AB (publ); TT dotCom Sdn Bhd; (hereinafter collectively called “Parties” and individually called “Party”)",Parties,Low
4/18/00,Agreement Date,Low
4/18/00,Effective Date,Low
4/18/25,Expiration Date,Low
Yes,Termination For Convenience,High
Yes,Anti-Assignment,High
Yes,Post-Termination Services,Medium
Yes,Audit Rights,Medium
Yes,Cap On Liability,High
LICENCE AND MAINTENANCE AGREEMENT,Document Name,Low
"SYSTEMS APPLICATIONS PRODUCTS (AFRICA) (PTY) LIMITED (""SAP AFRICA""); TELKOM SOUTH AFRICA LIMITED (""TELKOM"")",Parties,Low
3/31/01,Agreement Date,Low
perpetual,Expiration Date,Low
Republic of South Africa,Governing Law,Low
Yes,Non-Compete,Medium
Yes,Termination For Convenience,High
Yes,Rofr/Rofo/Rofn,Medium
Yes,Anti-Assignment,High
Yes,Revenue/Profit Sharing,Low
Yes,Volume Restriction,Low
Yes,Joint Ip Ownership,Low
Yes,License Grant,Low
Yes,Non-Transferable License,Low
Yes,Irrevocable Or Perpetual License,Low
Yes,Source Code Escrow,Medium
Yes,Cap On Liability,High
Yes,Insurance,High
TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT,Document Name,Low
"MEDICAL MANAGER MIDWEST, INC. (""MMMW""); MTS, INC. (""Customer"")",Parties,Low
3/1/98,Agreement Date,Low
3/5/98,Effective Date,Low
3/5/99,Expiration Date,Low
Indiana,Governing Law,Low
Yes,Anti-Assignment,High
Yes,Volume Restriction,Low
Yes,Cap On Liability,High
Yes,Warranty Duration,Low
MAINTENANCE AGREEMENT,Document Name,Low
"Universal Access, Inc. (""Company""); CityNet Telecommunications, Inc.(""Provider"")",Parties,Low
7/23/03,Agreement Date,Low
7/23/03,Effective Date,Low
7/23/08,Expiration Date,Low
successive 1 month,Renewal Term,Low
Delaware,Governing Law,Low
Yes,Termination For Convenience,High
Yes,Anti-Assignment,High
Yes,Cap On Liability,High
Yes,Insurance,High
Amended and Restated Unconditional Capital Maintenance Agreement,Document Name,Low
"American International Group, Inc. (""AIG""); American General Life Insurance Company (""Company"")",Parties,Low
2/18/14,Agreement Date,Low
2/18/14,Effective Date,Low
perpetual,Expiration Date,Low
New York,Governing Law,Low
Yes,Minimum Commitment,Low
OPERATIONS AND MAINTENANCE AGREEMENT,Document Name,Low
"MAGELLAN TERMINALS HOLDINGS, L.P. (""Owner""); OMEGA REFINING , LLC ("" Omega or Operator""); Individually as ""Party"" and collectively as ""Parties""",Parties,Low
11/3/10,Agreement Date,Low
11/3/10,Effective Date,Low
Delaware,Governing Law,Low
Yes,Termination For Convenience,High
Yes,Anti-Assignment,High
Yes,Post-Termination Services,Medium
Yes,Audit Rights,Medium
Yes,Cap On Liability,High
Yes,Insurance,High
Maintenance and Support Agreement,Document Name,Low
"VerticalNet,Inc (""VNI""); Vertical Enterprises LLC formerly known as Tradeum, Inc. which d/b/a VerticalNet Solutions (""VNE""; collectively with VNI, ""VERT""); Converge, Inc.(""Coverage"")",Parties,Low
10/9/01,Agreement Date,Low
10/1/01,Effective Date,Low
3/31/03,Expiration Date,Low
successive 1 year,Renewal Term,Low
Pennsylvania,Governing Law,Low
Yes,No-Solicit Of Employees,Medium
Yes,Change Of Control,High
Yes,Anti-Assignment,High
Yes,Minimum Commitment,Low
Yes,Volume Restriction,Low
Yes,License Grant,Low
Yes,Unlimited/All-You-Can-Eat-License,Low
Yes,Irrevocable Or Perpetual License,Low
Yes,Cap On Liability,High
Yes,Warranty Duration,Low
FIRST AMENDMENT TO SAGEBRUSH MANAGEMENT AND MAINTENANCE AGREEMENT,Document Name,Low
"Sagebrush (""Partnership""); Sagebrush partners (""Partners""); ToyoWest Management Inc. (""Manager"")",Parties,Low
